domain	utterance	intents
alarm	Create an alarm for tomorrow at 5 am.	[IN:CREATE_ALARM]
alarm	what time is my first alarm	[IN:GET_ALARM]
alarm	let me see all alarms that are set	[IN:GET_ALARM]
alarm	Make a daily alarm for 5am	[IN:CREATE_ALARM]
alarm	Turn on alarm for 7:00am Tuesday.	[IN:CREATE_ALARM]
alarm	how much time until school alarm	[IN:GET_ALARM]
alarm	Cancel my alarm for tomorrow.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	cancel all weekend alarms	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set an alarm for 11AM	[IN:CREATE_ALARM]
alarm	Snooze the alarm for 5 minutes.	[IN:SNOOZE_ALARM]
alarm	set an alarm for 3 hours from now	[IN:CREATE_ALARM]
alarm	Cancel all alarms.	[IN:DELETE_ALARM]
alarm	set an alarm for 3 am	[IN:CREATE_ALARM]
alarm	Set alarm for one hour before party	[IN:CREATE_ALARM]
alarm	Set an alarm for every 5 minutes for an hour	[IN:CREATE_ALARM]
alarm	Set new alarm for 12 noon	[IN:CREATE_ALARM]
alarm	Turn vibrate off on all alarms.	[IN:UNSUPPORTED_ALARM]
alarm	Set multiple alarms, every 10 minutes for 2 hours.	[IN:CREATE_ALARM]
alarm	delete my alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	snooze now	[IN:SNOOZE_ALARM]
alarm	Snooze alarm for 15 minutes	[IN:SNOOZE_ALARM]
alarm	How much time is left on the alarm?	[IN:GET_ALARM]
alarm	repeat this alarm every week day	[IN:UPDATE_ALARM]
alarm	The kids need to go to bed at 800 pm sharp tonight so set the alarm to remind them	[IN:CREATE_ALARM]
alarm	Set alarm for an hour from now	[IN:CREATE_ALARM]
alarm	Set an alarm every 2 weeks at 5pm on Friday	[IN:CREATE_ALARM]
alarm	How long before my alarm goes off?	[IN:GET_ALARM]
alarm	New Alarm	[IN:CREATE_ALARM]
alarm	Cancel alarm for Saturday morning	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set the alarm for 8 AM and play some soft music.	[IN:UNSUPPORTED_ALARM]
alarm	disable all my alarms	[IN:SILENCE_ALARM]
alarm	Turn all alarms on.	[IN:CREATE_ALARM]
alarm	Set an alarm for 7 am and every half hour after until 10	[IN:UNSUPPORTED_ALARM]
alarm	Show all alarms set	[IN:GET_ALARM]
alarm	I need to be up in 6 hours.	[IN:CREATE_ALARM]
alarm	Set an alarm for 4 am.	[IN:CREATE_ALARM]
alarm	no more alarms, please	[IN:SILENCE_ALARM]
alarm	cancel the newest alarm	[IN:DELETE_ALARM]
alarm	Set alarm for eight am tomorrow.	[IN:CREATE_ALARM]
alarm	turn off all alarms	[IN:SILENCE_ALARM]
alarm	shut off alarm only for friday	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Set alarm for 8 AM tomorrow morning.	[IN:CREATE_ALARM]
alarm	change alarm for 8:55 PM tonight	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Set new alarm for job interview this Tuesday	[IN:CREATE_ALARM]
alarm	Any alarms set for after 12 pm?	[IN:GET_ALARM, IN:GET_TIME]
alarm	Put a snooze option on that 7am alarm	[IN:SNOOZE_ALARM, IN:GET_TIME]
alarm	Cancel all alarms.	[IN:DELETE_ALARM]
alarm	set an alarm for 3 minutes	[IN:CREATE_ALARM]
alarm	Set alarm every 15 minutes for the next hour.	[IN:CREATE_ALARM]
alarm	silence alarm	[IN:UNSUPPORTED_ALARM]
alarm	set alarm for 10 am	[IN:CREATE_ALARM]
alarm	Snooze my alarm	[IN:SNOOZE_ALARM]
alarm	snooze alarm	[IN:SNOOZE_ALARM]
alarm	please set an alarm for 4:25P.M on thursday	[IN:CREATE_ALARM]
alarm	Snooze alarm.	[IN:SNOOZE_ALARM]
alarm	How many alarms do i have coming up	[IN:GET_ALARM]
alarm	How long until the current alarm goes off?	[IN:GET_ALARM]
alarm	Set an alarm for an hour.	[IN:CREATE_ALARM]
alarm	how much longer i left on the alarm	[IN:GET_ALARM]
alarm	delete alarm at 7:57pm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn on all alarms	[IN:CREATE_ALARM]
alarm	Show me the current alarms.	[IN:GET_ALARM]
alarm	what are all my alarms	[IN:GET_ALARM]
alarm	Set an alarm for every hour for the next 10 hours.	[IN:CREATE_ALARM]
alarm	Snooze alarm  now	[IN:SNOOZE_ALARM]
alarm	Cancel my 6 am alarm on Friday	[IN:DELETE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	cancel alarm	[IN:DELETE_ALARM]
alarm	set an alarm for one pm	[IN:CREATE_ALARM]
alarm	do I have time left on my alarm	[IN:GET_ALARM]
alarm	delete all alarms	[IN:DELETE_ALARM]
alarm	Turn off alarm	[IN:SILENCE_ALARM]
alarm	cancel the alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	cancel the alarm at 10pm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for 6am every weekday	[IN:CREATE_ALARM]
alarm	add alarm next week	[IN:CREATE_ALARM]
alarm	set an alarm for 7 tomorrow	[IN:CREATE_ALARM]
alarm	Set my alarm for six a.m. every weekday morning.	[IN:CREATE_ALARM]
alarm	Set alarm for 3 am	[IN:CREATE_ALARM]
alarm	cancel all my alarms	[IN:DELETE_ALARM]
alarm	Time left before next alarm?	[IN:GET_ALARM]
alarm	set the alarm for 7:45 AM	[IN:CREATE_ALARM]
alarm	set alarm every 5 minutes for 45 minutes	[IN:CREATE_ALARM]
alarm	Cancel current alarm	[IN:DELETE_ALARM]
alarm	set new alarm for 5am	[IN:CREATE_ALARM]
alarm	Set an alarm for 6pm every Wednesday	[IN:CREATE_ALARM]
alarm	Reset alarm for 10 a.m. tomorrow	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	can you set an alarm for 5pm tonight	[IN:CREATE_ALARM]
alarm	Turn off all alarms	[IN:SILENCE_ALARM]
alarm	Repeat my next alarm for every weekday.	[IN:UPDATE_ALARM]
alarm	Change the alarm I set for 7 AM to 6 AM	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Snooze last alarm for 45 minutes.	[IN:UNSUPPORTED_ALARM]
alarm	Cancel my alarms for tomorrow.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	cancel my alarms tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set an alarm for Friday at 4am.	[IN:CREATE_ALARM]
alarm	Turn on my 4 am alarm	[IN:CREATE_ALARM]
alarm	Turn off Sunday alarm	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	set my alarm for 7am	[IN:CREATE_ALARM]
alarm	Cancel all alarms for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set an alarm 1 hour before my chiropractor.	[IN:CREATE_ALARM]
alarm	how many alarms are set	[IN:GET_ALARM]
alarm	Please shut off the alarm	[IN:SILENCE_ALARM]
alarm	cancel all alarms	[IN:DELETE_ALARM]
alarm	Alarm off	[IN:SILENCE_ALARM]
alarm	change alarm to music	[IN:UNSUPPORTED_ALARM]
alarm	Read all alarms.	[IN:GET_ALARM]
alarm	cancel my alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	When is my next alarm for	[IN:GET_ALARM]
alarm	Set alarm for 4am	[IN:CREATE_ALARM]
alarm	Set an alarm for 20 minutes	[IN:CREATE_ALARM]
alarm	Set alarm for 6 pm tonight.	[IN:CREATE_ALARM]
alarm	Set alarm for 7pm for dinner.	[IN:CREATE_ALARM]
alarm	Cancel alarm connected to medication reminders.	[IN:DELETE_ALARM]
alarm	set alarm every minute for ten minutes	[IN:CREATE_ALARM]
alarm	Change alarm from 8 am to 9 am.	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	cancel all alarms	[IN:DELETE_ALARM]
alarm	use loudest volume for alarm	[IN:UNSUPPORTED_ALARM]
alarm	Set my alarm for every 30 minutes	[IN:CREATE_ALARM]
alarm	How much time is left on my alarm	[IN:GET_ALARM]
alarm	For every 3 minutes, set an alarm until 9pm	[IN:UNSUPPORTED_ALARM]
alarm	set the alarm for 1 am	[IN:CREATE_ALARM]
alarm	alarm for 2pm today	[IN:CREATE_ALARM]
alarm	set alarm to feed dogs	[IN:CREATE_ALARM]
alarm	set alarm for 6:00 Am tomorrow	[IN:CREATE_ALARM]
alarm	Cancel alarm for 8:30pm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set an alarm for 10 min	[IN:CREATE_ALARM]
alarm	Set an alarm for 10pm	[IN:CREATE_ALARM]
alarm	set an alarm for noon tomorrow	[IN:CREATE_ALARM]
alarm	How much time till my alarm goes off?	[IN:GET_ALARM]
alarm	create an alarm at noon	[IN:CREATE_ALARM]
alarm	How many alarms are set for 7 AM next week?	[IN:GET_ALARM, IN:GET_TIME]
alarm	snooze the alarm please	[IN:SNOOZE_ALARM]
alarm	Set alarm at 6 AM so I can exercise.	[IN:CREATE_ALARM]
alarm	Disable Alarm	[IN:SILENCE_ALARM]
alarm	How many minutes left on alarm?	[IN:GET_ALARM]
alarm	Set alarm for 4 pm today	[IN:CREATE_ALARM]
alarm	Set an alarm for 11 AM on Saturday	[IN:CREATE_ALARM]
alarm	Set an alarm to wake me up in the morning.	[IN:CREATE_ALARM]
alarm	stop the alarm	[IN:SILENCE_ALARM]
alarm	Turn off alarm	[IN:SILENCE_ALARM]
alarm	set alarm for Friday at 12:55 pm	[IN:CREATE_ALARM]
alarm	Set alarm for 5 am for tomorrow.	[IN:CREATE_ALARM]
alarm	Cancel potty time alarm	[IN:DELETE_ALARM]
alarm	turn off alarm	[IN:SILENCE_ALARM]
alarm	change my alarm from 9pm to 9am	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	snooze the alarm	[IN:SNOOZE_ALARM]
alarm	Cancel alarms for next Friday	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Delete all alarms.	[IN:DELETE_ALARM]
alarm	SET ALARM FOR 10 MINUTES.	[IN:CREATE_ALARM]
alarm	can you set an alarm for 9:30 am	[IN:CREATE_ALARM]
alarm	Show all alarms for Thursday	[IN:GET_ALARM, IN:GET_TIME]
alarm	Show me all the alarms, please	[IN:GET_ALARM]
alarm	let's create an alarm	[IN:CREATE_ALARM]
alarm	set alarm for 12 midnight fridays for me	[IN:CREATE_ALARM]
alarm	Set an alarm every 10 minutes for one hour.	[IN:CREATE_ALARM]
alarm	Set alarm for 6:30 am on Saturday	[IN:CREATE_ALARM]
alarm	cancel all alarms for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	What active alarms do I have?	[IN:GET_ALARM]
alarm	Stop alarm	[IN:SILENCE_ALARM]
alarm	Show the alarms I have set for this week	[IN:GET_ALARM, IN:GET_TIME]
alarm	silence all alarms	[IN:UNSUPPORTED_ALARM]
alarm	Change my alarm to 6 am.	[IN:UPDATE_ALARM]
alarm	Set an alarm to go off every two minutes for 20 minutes.	[IN:CREATE_ALARM]
alarm	show all my alarms	[IN:GET_ALARM]
alarm	repeat my 5:30 am alarm every day	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Cancel my alarm for tomorrow morning.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	what alarms do i have set	[IN:GET_ALARM]
alarm	show my alarms	[IN:GET_ALARM]
alarm	set an alarm for 5:45 am for every week day	[IN:CREATE_ALARM]
alarm	Set an alarm just for Monday.	[IN:CREATE_ALARM]
alarm	How many alarms are on between today and tomorrow?	[IN:GET_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	Cancel my alarm for 2 pm today.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	turn off the alarm, please	[IN:SILENCE_ALARM]
alarm	Time until alarm goes off?	[IN:GET_ALARM]
alarm	Snooze alarm 20 minutes	[IN:SNOOZE_ALARM]
alarm	Turn off the alarm	[IN:SILENCE_ALARM]
alarm	Cancel the alarm for tonight.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Show all alarms.	[IN:GET_ALARM]
alarm	set alarm tone to my ringtone	[IN:UNSUPPORTED_ALARM]
alarm	show alarms	[IN:GET_ALARM]
alarm	how long before the alarm goes off?	[IN:GET_ALARM]
alarm	Set alarm for 14 mins	[IN:CREATE_ALARM]
alarm	Cancel my alarm tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for sauna for 30 minutes	[IN:CREATE_ALARM]
alarm	cancel all alarms	[IN:DELETE_ALARM]
alarm	Set alarm for 7 am every day.	[IN:CREATE_ALARM]
alarm	Turn off all snooze alarms	[IN:SILENCE_ALARM]
alarm	Cancel my alarm for noon.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set alarm for every 5 minutes for 20 minutes.	[IN:CREATE_ALARM]
alarm	Set an alarm for 7am tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm for my appointment with my dentist tomorrow morning at 10.	[IN:CREATE_ALARM]
alarm	Set alarm at 10 pm tonight.	[IN:CREATE_ALARM]
alarm	stop all alarms	[IN:SILENCE_ALARM]
alarm	Set alarm for 6 in the morning	[IN:CREATE_ALARM]
alarm	Change  my daily alarm to 8:15 am.	[IN:UPDATE_ALARM]
alarm	Delete an alarm	[IN:DELETE_ALARM]
alarm	set alarm for tomorrow at 5pm	[IN:CREATE_ALARM]
alarm	Set alarm for 12pm	[IN:CREATE_ALARM]
alarm	Change alarm tone on timer	[IN:UNSUPPORTED_ALARM]
alarm	Make alarm for 7 tonight	[IN:CREATE_ALARM]
alarm	Re-activate all programmed alarms.	[IN:CREATE_ALARM]
alarm	Cancel alarm I set for 8 p.m.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn off all alarms.	[IN:SILENCE_ALARM]
alarm	Delete alarm for tomorrow at 8:00am.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set Snooze alarm for 20 minutes	[IN:SNOOZE_ALARM]
alarm	Change the alarm from 7AM tomorrow to 8AM	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Show alarm for tomorrow.	[IN:GET_ALARM, IN:GET_TIME]
alarm	cancel my alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	What alarms are set now	[IN:GET_ALARM]
alarm	How much time is left on this alarm.	[IN:GET_ALARM]
alarm	Set alarm for every five minutes	[IN:CREATE_ALARM]
alarm	Which alarms do I have set?	[IN:GET_ALARM]
alarm	What time is my alarm set for tomorrow?	[IN:GET_ALARM, IN:GET_TIME]
alarm	do I have any alarms set right now	[IN:GET_ALARM]
alarm	Set the alarm on Saturday morning for 530 am	[IN:CREATE_ALARM]
alarm	Tell me when my alarm is set for	[IN:GET_ALARM]
alarm	set an alarm for 7 pm	[IN:CREATE_ALARM]
alarm	set an alarm for 8 tomorrow night	[IN:CREATE_ALARM]
alarm	How many alarms do I have?	[IN:GET_ALARM]
alarm	change alarm to 6 am please	[IN:UPDATE_ALARM]
alarm	set an alarm for 5 am on Thursday and Friday	[IN:CREATE_ALARM]
alarm	cancel the alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	show my alarms for tuesday	[IN:GET_ALARM, IN:GET_TIME]
alarm	Lower alarm volume.	[IN:UNSUPPORTED_ALARM]
alarm	Snooze my alarm for tomorrow	[IN:SNOOZE_ALARM]
alarm	Create alarms for 1PM and 7PM	[IN:CREATE_ALARM]
alarm	cancel my 6am alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	I want to change my alarm tone.	[IN:UNSUPPORTED_ALARM]
alarm	how many alarms are set today?	[IN:GET_ALARM, IN:GET_TIME]
alarm	snooze after 5 minutes	[IN:SNOOZE_ALARM]
alarm	Stop the alarm s for Wednesday	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Add half an hour on the alarm that is set at 6 p.m.	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Set my bedtime for 10pm.	[IN:CREATE_ALARM]
alarm	Cancel all the alarms I have set for Saturday.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Open alarms.	[IN:GET_ALARM]
alarm	show all alarms for the coming week	[IN:GET_ALARM, IN:GET_TIME]
alarm	Cancel alarm	[IN:DELETE_ALARM]
alarm	Set an alarm for 9:00 AM on Monday and Wednesday	[IN:CREATE_ALARM]
alarm	pause the alarm now	[IN:SNOOZE_ALARM]
alarm	set an alarm for tomorrow morning at 8	[IN:CREATE_ALARM]
alarm	Set an alarm for 9 PM to finish my project.	[IN:CREATE_ALARM]
alarm	Cancel alarms on the weekend	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set an alarm for 4:30 today	[IN:CREATE_ALARM]
alarm	delete preset alarm	[IN:DELETE_ALARM]
alarm	Set a second alarm for 5:50pm every day	[IN:CREATE_ALARM]
alarm	set the alarm for two am	[IN:CREATE_ALARM]
alarm	Show me what alarms I have set for next week	[IN:GET_ALARM, IN:GET_TIME]
alarm	how many minutes left on my alarm	[IN:GET_ALARM]
alarm	Alarm for time to go home.	[IN:CREATE_ALARM]
alarm	Show alarms for today	[IN:GET_ALARM, IN:GET_TIME]
alarm	Snooze alarm for 20 minutes please	[IN:SNOOZE_ALARM]
alarm	Set an alarm for 10 am tomorrow	[IN:CREATE_ALARM]
alarm	set alarm for noon	[IN:CREATE_ALARM]
alarm	Set my alarm for 9 am.	[IN:CREATE_ALARM]
alarm	Set alarm for cooking time at 7pm	[IN:CREATE_ALARM]
alarm	Set alarm for 30 minutes	[IN:CREATE_ALARM]
alarm	change the 8 am alarm to 8:30 am.	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Move current alarm to tomorrow 6:00am.	[IN:UPDATE_ALARM]
alarm	Snooze alarm for ten more minutes	[IN:SNOOZE_ALARM]
alarm	Set alarm for 5 pm tonight	[IN:CREATE_ALARM]
alarm	Cancel all my alarms	[IN:DELETE_ALARM]
alarm	Turn off wake up alarm	[IN:SILENCE_ALARM]
alarm	set my alarm for 1:00 am for taxi	[IN:CREATE_ALARM]
alarm	cancel all alarms	[IN:DELETE_ALARM]
alarm	cancel my 5am alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	add alarm for work at 7am tomorrow	[IN:CREATE_ALARM]
alarm	Cancel my alarm for tomorrow morning	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	turn off alarm I set for tomorrow	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Turn off all alarms on Tuesday and Wednesday of this week.	[IN:SILENCE_ALARM, IN:GET_TIME, IN:GET_TIME, IN:GET_TIME]
alarm	turn off the alarm	[IN:SILENCE_ALARM]
alarm	Is my alarm set for 4:00 a.m.?	[IN:GET_ALARM, IN:GET_TIME]
alarm	When is the next alarm set for?	[IN:GET_ALARM]
alarm	what time is my next alarm set for	[IN:GET_ALARM]
alarm	how many alarms did I set?	[IN:GET_ALARM]
alarm	Set multiple alarms tomorrow for 3:00, 4:00 and 5:00	[IN:CREATE_ALARM]
alarm	Tell me how many alarms I have for tomorrow	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set the alarm every 30 minutes.	[IN:CREATE_ALARM]
alarm	Delete all alarms	[IN:DELETE_ALARM]
alarm	Change work alarm to 8am	[IN:UPDATE_ALARM]
alarm	Enable alarm for every hour.	[IN:CREATE_ALARM]
alarm	Delete alarm for 8:15am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn alarm off	[IN:SILENCE_ALARM]
alarm	End alarm now.	[IN:SILENCE_ALARM]
alarm	set alarm every 5 minutes	[IN:CREATE_ALARM]
alarm	I need an alarm for 9 am	[IN:CREATE_ALARM]
alarm	delete all alarms	[IN:DELETE_ALARM]
alarm	Set alarm every 2 minutes for 20 minutes	[IN:CREATE_ALARM]
alarm	Tell me how much time is left on the next alarm	[IN:GET_ALARM]
alarm	Set alarm every 30 minutes	[IN:CREATE_ALARM]
alarm	set an alarm for 2:00PM today	[IN:CREATE_ALARM]
alarm	Can you set the alarm for 5 am	[IN:CREATE_ALARM]
alarm	Set new alarm	[IN:CREATE_ALARM]
alarm	Show all alarms	[IN:GET_ALARM]
alarm	Turn off my alarm.	[IN:SILENCE_ALARM]
alarm	Set alarm for 8 am tomorrow.	[IN:CREATE_ALARM]
alarm	put an alarm for 6pm tomorrow	[IN:CREATE_ALARM]
alarm	7 am alarm set	[IN:CREATE_ALARM]
alarm	please set a 2:30pm alarm for every monday	[IN:CREATE_ALARM]
alarm	Set alarm tomorrow for 8am	[IN:CREATE_ALARM]
alarm	Delete all of my alarms.	[IN:DELETE_ALARM]
alarm	Please set alarm for 7am.	[IN:CREATE_ALARM]
alarm	how much time on alarm	[IN:GET_ALARM]
alarm	set my alarm for 5 am every weekday for the next two weeks	[IN:CREATE_ALARM]
alarm	Snooze the 7am alarm for 5 minutes	[IN:SNOOZE_ALARM, IN:GET_TIME]
alarm	Set a daily alarm for 7am.	[IN:CREATE_ALARM]
alarm	Show all alarms that I've set in the past 30 days.	[IN:GET_ALARM, IN:GET_TIME]
alarm	change my 9am alarm to 10am	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	New alarm set at 6pm.	[IN:CREATE_ALARM]
alarm	turn off alarm	[IN:SILENCE_ALARM]
alarm	set  alarm for 7 am tomorrow	[IN:CREATE_ALARM]
alarm	Delete alarm for 4 am tomorrow.	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set an alarm for weekdays at 8am	[IN:CREATE_ALARM]
alarm	delete non active alarms	[IN:DELETE_ALARM]
alarm	cancel all alarms	[IN:DELETE_ALARM]
alarm	set alarm with mellow music	[IN:UNSUPPORTED_ALARM]
alarm	Set alarm every minute for 10 minutes.	[IN:CREATE_ALARM]
alarm	How long until my next alarm goes off?	[IN:GET_ALARM]
alarm	how many alarms do I have currently?	[IN:GET_ALARM]
alarm	set an alarm to go off in 15 minutes	[IN:CREATE_ALARM]
alarm	what time is my alarm set for	[IN:GET_ALARM]
alarm	repeat alarm time everyday	[IN:CREATE_ALARM]
alarm	Set an alarm for 7:30	[IN:CREATE_ALARM]
alarm	Set alarm to go off every 5 minutes.	[IN:CREATE_ALARM]
alarm	set alarm for 7 am on wednesday	[IN:CREATE_ALARM]
alarm	Change the 8am alarm to 10am	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	please cancel my next alarm	[IN:DELETE_ALARM]
alarm	delete alarm for Saturday	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	require code to turn off alarm	[IN:UNSUPPORTED_ALARM]
alarm	Turn off the alarm for tomorrow morning	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Please cancel next alarm	[IN:DELETE_ALARM]
alarm	Set a 2 pm alarm.	[IN:CREATE_ALARM]
alarm	snooze my alarm	[IN:SNOOZE_ALARM]
alarm	Set alarm for monthly appointments	[IN:CREATE_ALARM]
alarm	set alarm for 30 minutes from now	[IN:CREATE_ALARM]
alarm	Set alarm for 20 minutes	[IN:CREATE_ALARM]
alarm	delete all alarms	[IN:DELETE_ALARM]
alarm	cancel my alarm to wake me up in the morning but keep the alarm for the other days	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Will you set the alarm for 5 minutes?	[IN:CREATE_ALARM]
alarm	set my alarm for 6am	[IN:CREATE_ALARM]
alarm	I need a 2 P.M alarm tomorrow	[IN:CREATE_ALARM]
alarm	Turn on all my normal alarms	[IN:CREATE_ALARM]
alarm	set alarm for 30 seconds for 5 minutes	[IN:CREATE_ALARM]
alarm	Set an alarm for 20 minutes.	[IN:CREATE_ALARM]
alarm	Add new alarm for 10 am	[IN:CREATE_ALARM]
alarm	Set an alarm for 10 at night.	[IN:CREATE_ALARM]
alarm	show all alarms	[IN:GET_ALARM]
alarm	what alarm is set for today	[IN:GET_ALARM, IN:GET_TIME]
alarm	clear all alarms.	[IN:DELETE_ALARM]
alarm	How many minutes until the alarm sounds?	[IN:GET_ALARM]
alarm	The kids need to go to bed at 800 pm sharp tonight so set the alarm to remind them	[IN:CREATE_ALARM]
alarm	I need you to cancel every alarm for this week	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for my 10am flight	[IN:CREATE_ALARM]
alarm	cancel all alarms for this week	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set the alarm for the flight next week	[IN:CREATE_ALARM]
alarm	snooze this alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	Cancel my alarm for tomorrow morning	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set an alarm for Monday at 10 am to check the kids school schedule	[IN:CREATE_ALARM]
alarm	delete alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for every 30 seconds	[IN:CREATE_ALARM]
alarm	cancel alarm for saturday morning at 7 am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Cancel 500 pm alarm for Tuesday	[IN:DELETE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	how much time until the alarm goes off?	[IN:GET_ALARM]
alarm	set alarm to go off in 10 minutes	[IN:CREATE_ALARM]
alarm	Move 9 am alarm to weekend	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Set an alarm to go off every 6 hours	[IN:CREATE_ALARM]
alarm	How much time is left on my 20 minute alarm	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set alarm to get up at 6 AM	[IN:CREATE_ALARM]
alarm	How much time is left on the 6pm alarm	[IN:GET_ALARM, IN:GET_TIME]
alarm	delete my alarms	[IN:DELETE_ALARM]
alarm	snooze the alarm for 12 minutes	[IN:SNOOZE_ALARM]
alarm	start a vacation alarm and set it for noon	[IN:CREATE_ALARM]
alarm	turn on alarm	[IN:CREATE_ALARM]
alarm	Show all alarms	[IN:GET_ALARM]
alarm	set an alarm for 10am sunday	[IN:CREATE_ALARM]
alarm	Turn off alarms on weekdays.	[IN:SILENCE_ALARM]
alarm	Set an alarm for an hour	[IN:CREATE_ALARM]
alarm	Snooze my alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	set alarm for 8pm	[IN:CREATE_ALARM]
alarm	create alarm for 8am	[IN:CREATE_ALARM]
alarm	Lower the volume of the alarm for 3:55am	[IN:UNSUPPORTED_ALARM]
alarm	Set my alarm for 4 AM	[IN:CREATE_ALARM]
alarm	Disable alarm on Sat & Sun.	[IN:SILENCE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	Turn 09:00 AM alarm off	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	please set 5:30 alarm for monday	[IN:CREATE_ALARM]
alarm	Set alarm for 10 minutes.	[IN:CREATE_ALARM]
alarm	Set alarm for 7 am everyday.	[IN:CREATE_ALARM]
alarm	When is my earliest alarm?	[IN:GET_ALARM]
alarm	Change my alarm tomorrow morning from 7 am to 9 am.	[IN:UPDATE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	Please set an alarm for every 5 minutes	[IN:CREATE_ALARM]
alarm	9 o'clock alarm please	[IN:CREATE_ALARM]
alarm	Set an alarm for every three hours	[IN:CREATE_ALARM]
alarm	Can you wake me up at 10:00 am tomorrow?	[IN:CREATE_ALARM]
alarm	cancel my alarm for 9am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn my alarm off after it sounds	[IN:SILENCE_ALARM]
